"","id","gender","age_4","education","work_experience_4","ethnicity","VR_total","LN_total","MX_total","R3D_total","g_total","H_self","E_self","X_self","A_self","C_self","O_self","H_observer","E_observer","X_observer","A_observer","C_observer","O_observer","g_H_observer","g_E_observer","g_X_observer","g_A_observer","g_C_observer","g_O_observer","p_H_observer","p_E_observer","p_X_observer","p_A_observer","p_C_observer","p_O_observer"
"173","5ec44da606cb7931f04a35e9",1,57,3,36,1,15,3,2,0,20,3,3.0625,3.4375,3.9375,4.625,4.4375,3.071875,2.909375,3.671875,3.70625,3.53125,3.55625,3.56875,3,3.73125,3.99375,3.28125,3.63125,2.90625,2.6375,3.90625,3.9125,3.95,3.7
"174","5ecaf0fa5c1f7f6599d959ff",1,48.3,2,33,1,5,0,2,0,7,3.6875,3.3125,2.625,3.125,3.8125,3.0625,3.27958333333333,3.16979166666667,3.28645833333333,3.50104166666667,3.72083333333333,2.915625,3.0125,3.1125,2.575,3.13125,3.8875,2.59375,4.03333333333333,3.08333333333333,3.93333333333333,3.9,3.86666666666667,3.06666666666667
"175","5ecd4acdb218ec085c6eefe6",1,34.4,4,16.6,1,9,1,1,0,11,3.4375,2.5625,4.4375,3.3125,4.4375,3.6875,3.203125,2.865625,3.340625,3.203125,3.55625,2.93125,2.8875,3.05,3.325,2.90625,3.54375,2.425,3.53125,2.5625,3.3125,3.225,3.53125,3.175
"176","5ecdcc5497268a15bfa8c04e",1,22.2,2,2,4,7,2,2,0,11,3.25,3.5625,2.9375,3.6875,3.375,3.875,3.234375,3.121875,2.703125,3.84375,3.03125,3.178125,3.5375,2.8625,2.69375,4.1125,3.29375,3.05,3.13125,3.25,2.11875,3.8375,2.4875,3.1625
"177","5edceace34669404354ab615",2,47,2,29,1,6,1,2,0,9,4.375,3.1875,3.5625,4.125,3.5,3.8125,3.12083333333333,3.27291666666667,3.46875,3.4625,3.365625,3.25208333333333,3.3,3.40625,3.675,3.26875,4.0125,2.95,2.75,3,3.0375,3.225,2.625,3.3375
"178","5ee232f2b970662cfa352567",1,34.5,4,10,1,13,4,4,2,23,3.1875,3.3125,2.5625,3.375,4.0625,3.3125,3.26875,3.2375,2.7375,3.728125,3.828125,3.196875,3.8375,3.4,2.6875,3.84375,3.9125,3.5125,3.08125,2.975,2.34375,3.9375,3.9125,2.9875
"179","5ee8f9a309471c0d46a6d247",2,34.8,4,11,1,13,1,4,2,20,3.625,3.375,3.5625,3.5625,4.3125,4,3.14375,3.203125,2.834375,3.0625,3.7875,3.378125,3.4375,2.75,3.01875,2.5125,4.1375,3.88125,2.85,3.48125,2.40625,3.6375,3.7625,3.025
"180","5eea18fc3e537f0c21f2e9df",2,41.1,7,20.8,8,9,0,2,0,11,3.5,3.5625,3.125,3.25,3.875,3.875,3.178125,3.046875,3.290625,3.3,3.090625,3.296875,3.06875,3.0375,2.7625,3.43125,3.2125,3.38125,3.65625,2.94375,3.65,3.06875,2.775,3.1375
"181","5eeab676ab85911df1cbee3c",2,26,5,1,1,10,4,0,0,14,2.5,3.5,2.6875,4,4.125,4.5,2.984375,3.09375,2.63958333333333,3.23125,3.88333333333333,3.35104166666667,3.425,2.775,2.34375,3.49375,4.1375,3.88125,2.5,3.1,2.5,2.6375,3.8125,3.05
"182","5eec8774ff59de0009913a65",2,65,4,30,1,10,1,1,0,12,5,2.625,3.0625,3.125,4.5,3.6875,3.40833333333333,3,3.25416666666667,2.7875,3.8125,3.4375,3.38333333333333,2.94166666666667,2.4,2.66666666666667,4.08333333333333,3.625,3.925,2.875,3.8625,2.575,3.8125,3.3375
"183","5ef9df1812148a78af8e76dc",1,36.1,4,15.2,1,14,3,1,0,18,1.9375,3.875,2.0625,1.75,2.875,3.8125,3.0875,2.88229166666667,3.12083333333333,3.15833333333333,3.078125,3.01875,3.2125,2.28125,3.1,3.18125,3.16875,3.09375,3.1875,3.1375,3.1375,3.0125,2.7875,3.0125
"184","5efb31fa8cd32f04bf048643",2,36.5,3,17.3,1,10,3,1,3,17,4.9375,4.25,3.375,2.4375,3.5625,3.9375,3.36666666666667,3.015625,3.13020833333333,3.040625,3.321875,3.12916666666667,3.55,3.2875,2.6375,3.78125,3.4125,3.125,4.04166666666667,2.58333333333333,3.65,3.01666666666667,3.48333333333333,3.35833333333333
"185","5f16c677bc5f86028f33fc62",2,21,3,2,8,10,1,1,0,12,2.375,2.875,3.125,2.875,4.25,3.3125,3.071875,3.11875,3.19375,3.403125,3.678125,3.034375,2.8875,3.34375,2.875,3.8,3.70625,2.73125,3.09375,2.9125,3.575,3.0625,3.64375,3.2125
"186","5f18ff404f90fe1473c2e3b6",2,49,4,13,1,11,3,1,2,17,4.625,3.8125,2.5625,2.3125,3.125,1.9375,3.290625,3.253125,3.203125,3.4875,3.328125,3.128125,3.4625,3.4125,3.60625,3.9875,3.3125,2.8875,3.29375,3.375,2.7375,3.48125,3.60625,3.36875
"187","5f1c72e25a26d503c77bfdc9",1,41,4,18.3,1,9,1,2,0,12,4.1875,2.4375,3.8125,3.875,3.6875,3.8125,2.934375,2.515625,3.31875,3.43125,3.540625,3.1125,2.94375,1.975,3.375,2.975,3.65625,2.63125,3.31875,2.9,3.625,4.075,3.65625,3.475
"188","5f1e363c0add987ddec0faa8",2,23.4,3,4.3,2,12,1,2,0,15,2.8125,3.6875,3.5,2.875,3.5625,3.75,3.134375,2.96875,2.95,3.26875,3.328125,3.25625,3.09375,2.88125,2.6125,3.25,3.00625,3.25,3.1,2.8875,2.9625,3.0875,3.5375,3.35625
"189","5f244e0d0d7f44018faa3938",2,35,3,19.2,1,13,3,4,4,24,3.625,2.75,2.8125,2.75,3.875,3.0625,2.915625,3.00625,2.828125,2.825,3.515625,3.465625,3.1625,2.53125,3.0875,2.6,3.4,3.34375,2.89375,3.3625,2.31875,2.70625,3.775,3.6125
"190","5f315908aea34d0ca5c4e8d3",2,49,4,36,1,11,0,2,2,15,4.5,3.6875,3.125,2.75,3.25,4.875,3.17291666666667,2.81770833333333,3.15729166666667,2.97291666666667,3.08958333333333,3.81041666666667,3.31875,2.35,3.63125,3.3,2.94375,3.9,3.3625,2.9625,2.5125,2.425,3.175,3.6625
"191","5f400d4a51a8cd1011b37455",1,32.5,3,13.5,1,13,3,2,0,18,3.0625,2.5,2.875,3.25,2.875,3.75,3.140625,2.7625,3.209375,3.29375,3.271875,3.184375,3.45625,2.5375,3.06875,3.525,3.375,3.475,3.275,2.7,3.08125,3.09375,3.0125,2.8625
"192","5f44c445cfb0a801244f652f",1,29.1,4,8.1,4,12,4,3,3,22,4,2.3125,4.875,4.1875,4.8125,4.5,3.090625,2.784375,3.01875,3.571875,3.596875,3.1875,3.68125,2.38125,2.79375,3.78125,3.45,3.45,2.96875,2.88125,2.9625,3.63125,3.85625,3.05
"193","5f47f0dd26b052111e2d323b",3,25.3,4,3,1,11,1,1,4,17,4.1875,3.8125,2.625,3.125,3.5,3.5625,3.415625,3.85,2.31875,3.5,2.959375,2.921875,3.2625,3.80625,1.8625,3.425,3.28125,2.875,3.525,4.08125,2.21875,3.50625,2.49375,2.75625
"194","5f4b01e7e534bc10f5b6388d",3,24.9,3,6,8,16,4,4,3,27,4.1875,2.6875,3.875,4.0625,4.375,4.0625,2.990625,2.8125,3.621875,3.66875,3.653125,3.571875,3.0625,2.5,3.59375,3.50625,4.09375,3.94375,3.44375,2.8,4.14375,4.08125,3.7125,3.55625
"195","5f4f070d58f7aa1540f27f0e",2,62.1,5,25.9,1,7,2,3,0,12,3.8125,3,3.3125,3.875,4.5625,4.4375,3.434375,3.175,3.1875,3.859375,3.73125,3.578125,3.8,3.30625,3.525,4.16875,3.9625,3.675,3.81875,3.34375,2.65,3.9625,3.925,3.55625
"196","5f5155aba90f9b3760f2f4bc",1,40.2,5,18,1,15,4,4,4,27,3.5625,3.3125,2.875,3.4375,3.0625,3.6875,3.553125,2.96875,3.484375,3.925,3.14375,3.171875,4.01875,2.725,3.86875,4.2,4.0875,3.6125,4.1875,2.99375,3.20625,3.94375,2.36875,2.95
"197","5f5171f781da7d3c0aa7024b",1,21.4,3,1,6,10,0,3,1,14,4.125,2.75,2.375,3.25,4.375,3.8125,3.25,3.00625,3.028125,3.359375,3.615625,3.1,3.05625,2.71875,2.7375,3.125,3.975,3.14375,3.6625,3.03125,3.05625,3.6875,3.1625,3.11875
"198","5f52c941fc18905c7e8f78fd",1,44,5,22.4,1,8,3,2,0,13,2.6875,1.75,4.5,3.625,2.875,4.5,3.015625,2.796875,3.359375,3.403125,3.2375,3.140625,3.35625,2.81875,3.3,3.71875,3.50625,3.0375,3.175,2.86875,3.33125,3.1125,2.9625,3.13125
"199","5f5452df72345118f58d187b",1,54,3,45,1,13,2,1,0,16,4,2.75,3.625,3.875,4.375,3.1875,3.153125,3.003125,2.9875,3.5125,3.61875,3.0375,3.43125,2.96875,2.61875,3.8375,4.01875,2.8,3.275,3.225,3.01875,3.55625,3.41875,3.16875
"200","5f58d7941af44708223b94da",1,30.2,3,8,2,7,2,4,1,14,3.9375,3.875,2.0625,3.375,3.75,3.875,3.00625,2.9875,3.25,3.69375,3.2625,2.903125,2.9,2.5875,3.6625,3.76875,3.15,2.43125,3.13125,3.05,3.025,3.9,3.1625,2.98125
"201","5f5ea24540d99b76cb6af503",2,23.5,4,2.3,1,14,2,1,1,18,4.1875,3,3.1875,4.4375,4.4375,4.8125,3.271875,3.034375,2.88125,3.371875,3.846875,3.446875,3.31875,2.9875,2.6,3.05,4.1625,3.45625,3.73125,3.1,3.00625,3.80625,3.725,3.55625
"202","5f63d462fb4c4713b69d4bb7",1,25.8,2,9.1,1,6,0,1,0,7,3.5625,3.5,4.1875,4.125,4.0625,4.5625,3.3875,3.240625,3.08958333333333,3.865625,3.340625,3.15104166666667,3.71875,3.4125,2.9,4.0875,3.2125,2.96875,3.5,3,3.1,3.925,3.425,3.25833333333333
"203","5f6be7056ec0431594b8b325",1,26.5,5,6,1,12,0,2,2,16,4.4375,4,2.3125,4.25,4.375,3.875,3.221875,3.0625,2.659375,3.46875,3.425,3.021875,3.19375,3.0125,2.20625,3.50625,4.025,2.99375,3.25625,3.01875,2.5875,3.50625,2.95625,3.1125
"204","5f6d0c1efaad4d16c44fdd6d",2,24,3,5.6,9,14,3,4,1,22,4.3125,2.875,3.5,3.375,2.6875,4.75,3.484375,3.090625,3.31875,3.68125,3.25,3.571875,3.68125,2.775,3.53125,3.91875,3.99375,4.15,4.04375,3.19375,3.24375,3.6125,2.59375,3.21875
"205","5f6e7d8a97c74a3d7500120e",2,41,4,15,2,4,0,0,0,4,3.625,3.625,3.4375,2.625,4.375,4.375,3.48125,3.271875,2.75,3.40625,3.65625,3.1,3.65,3.26875,2.56875,3.45625,3.98125,3.01875,3.58125,3.1625,2.675,3.55625,3.575,3.10625
"206","5f70e511e024d06de2bd393c",2,49.9,3,36,1,7,2,0,0,9,3.375,3.25,2.625,3.75,3.5,3.3125,3.340625,3.228125,2.959375,3.63125,3.578125,3.134375,3.2125,2.99375,2.7375,3.875,3.75,3.1625,3.6625,3.15,2.6875,3.28125,3.54375,3.23125
"207","5f7a0bc4853bd46503a27113",3,25,5,3.5,1,8,2,1,1,12,3.875,3.5625,3.25,3.125,3.625,3.0625,3.321875,3.14375,3.709375,3.75625,3.58125,3.346875,3.6,3.15625,3.90625,3.875,4.05,3.20625,3.575,2.9125,3.74375,3.7875,3.3875,3.46875
"208","5f7b85c23139fa143589b106",2,50,4,25,1,10,3,3,0,16,4.3125,3.25,3.125,2.25,4.5625,4.9375,3.384375,3.1125,3.39375,3.240625,3.640625,3.278125,3.78125,3.3125,3.46875,3.85,4.3,3.34375,3.26875,2.8125,3.24375,2.7125,3.2,3.33125
"209","5f8275c36d72281a1c8a2927",2,45,4,26.1,1,13,3,3,0,19,4.4375,3.25,4,3.1875,3.8125,2.75,3.5,3.18125,3.653125,3.2625,3.875,2.553125,3.50625,3.2,3.65,3.06875,3.5875,2.10625,3.96875,3.1875,3.525,3.60625,4.2625,3.225
"210","5f8c8f0720fed940a6472d4a",2,26,4,2.5,1,13,1,2,1,17,2.5,2.6875,2.25,3.0625,4.875,3.6875,3.28125,3.046875,2.53125,3.534375,3.678125,3.30625,3.7,2.4875,2.21875,3.10625,4.2625,3.94375,3.3375,3.46875,2.6125,3.93125,2.99375,3.06875
"211","5f8f54c1450c2d1b5984c34f",2,25.2,4,9,8,14,2,4,4,24,4.3125,3.5,2.1875,4,3.875,4.3125,3.315625,3.1625,2.76875,3.690625,3.696875,3.640625,3.11875,3.03125,2.73125,3.36875,3.55625,3.8625,3.41875,3.18125,2.675,4.1375,3.9875,3.475
"212","5f92002ccc33eb0ff3d749c5",2,64.6,4,28.6,1,11,2,2,1,16,4.125,3.0625,2.8125,3.1875,4.0625,3.625,3.5125,3.1,2.290625,3.428125,3.984375,3.24375,3.5375,3.15625,2.33125,3.0875,4.09375,3.4,4.11875,3.0625,1.75625,3.84375,4.2625,3.0375
"213","5f989fa02b5a611b2df1a305",2,47.1,5,27.1,1,10,1,1,1,13,3.8125,3.4375,4.75,4,4.375,4.75,3.36875,3.05,4.025,3.575,3.315625,3.5125,3.7625,3.075,3.975,4.00625,4.1625,3.28125,3.61875,2.925,4.275,3.3875,2.675,3.68125
"214","5f99a9a8a1558603b27e39e5",1,57,3,39,1,8,3,3,1,15,5,2.3125,4.125,4.375,4.5625,3.625,3.246875,2.640625,2.73125,3.196875,3.984375,3.03125,4.14375,2.59375,2.525,4.3375,4.05625,3.31875,3.06875,2.3,2.43125,2.24375,4.0875,2.95625
"215","5f9e394bfc6fc63e6317cf9f",3,21.6,3,5.6,1,9,3,4,2,18,4.0625,4.125,2.9375,2.8125,3.8125,3.6875,3.44166666666667,3.0625,2.47916666666667,3.16666666666667,3.02083333333333,3.73333333333333,3.21666666666667,3.05,2.21666666666667,3.26666666666667,3.05,3.83333333333333,4.1375,3.0875,2.2625,3.2375,2.85,3.775
"216","5fa0a2400f2ecd114f39f738",1,33,4,15.2,2,6,0,2,1,9,3.875,3.375,2.375,2.625,3.125,3.25,3.065625,3.1375,2.41875,2.890625,2.946875,2.859375,3.1375,2.8,2.18125,3.08125,3,2.4625,2.98125,3.0375,2.39375,2.81875,3.09375,3
"217","5fa4c21a04bc5912180291bc",1,40.8,3,20.4,2,12,3,4,0,19,4.3125,3.6875,2.8125,2.8125,3.8125,4,3.27708333333333,3,2.66145833333333,3.51770833333333,3.471875,3.178125,3.83333333333333,2.76666666666667,2.33333333333333,4.21666666666667,3.75,3.525,3.3375,2.91875,2.51875,3.08125,3.31875,3.08125
"218","5faead22421a230a0a7c2e8d",2,36.7,2,20,1,9,0,0,0,9,3.9375,2.625,3.4375,2.5625,4.0625,3.4375,3.096875,3.20625,3.3375,3.209375,3.2,3.0875,3.39375,3.46875,4.03125,3.55625,2.825,2.86875,2.93125,2.9875,2.6375,2.925,3.675,3.1
"219","5faef0fba9c3220dc424c28b",1,22.2,2,0.5,1,4,0,0,0,4,4.8125,4.0625,1.75,2.75,2.375,3,2.80208333333333,3.04479166666667,3.18020833333333,2.98541666666667,2.81354166666667,3.24479166666667,2.3375,2.9625,2.825,2.64375,2.6125,2.375,3,2.9,3.35,3.175,2.71666666666667,3.625
"220","5fb1a1a3a8e4226b1354fd7f",2,20,3,2,6,3,0,1,0,4,3.75,4.1875,2.0625,3.5,3.375,3.125,3.253125,3.4125,2.678125,3.33125,3.059375,2.96875,3.325,3.575,2.56875,3.96875,3.13125,2.75,3.3875,3.425,2.825,3.15,2.71875,3.10625
"221","5fb2041681fe9376804e1249",2,40.5,4,18.5,4,12,1,0,0,13,4.25,4.125,2.8125,2.4375,4.3125,4.3125,3.4,3.09375,2.590625,3.396875,3.89375,3.18125,3.4125,2.91875,2.33125,3.2125,4.18125,3.275,3.8625,3.04375,2.53125,3.56875,3.88125,3.09375
"222","5fb327660f80c1a4d39fada2",2,24.6,4,5,1,12,3,1,0,16,3.8125,3.5625,2.5625,3.75,3.8125,3.875,3.2625,3.121875,2.715625,3.59375,3.33125,3.053125,3.24375,3.33125,2.5625,3.63125,3.6,2.95,3.3875,3.0125,2.6875,3.3625,3.05,3.14375
"223","5fb96b9798cd084465b0bf36",1,52.3,3,34.3,1,8,1,2,0,11,3.8125,1.5625,3.9375,2.75,3.9375,2.0625,3.021875,2.884375,2.696875,2.66875,3.371875,2.9375,3.475,3.05,2.1875,2.875,3.65625,2.8375,2.9625,2.68125,2.90625,2.55625,3.29375,3.03125
"224","5fba83d59b6574a3b7a9cdef",2,47.2,5,32.4,9,8,1,1,0,10,2.875,3.125,3.3125,3.0625,3.75,3.6875,3.271875,3.034375,3.071875,3.353125,3.503125,3.190625,3.2375,2.79375,2.9875,3.15,3.7875,3.2625,3.525,2.98125,2.95,3.575,3.2375,3.13125
"225","5fba8ed9c7bb9a72a8c0ed8c",2,59.3,4,34.8,1,10,3,1,1,15,4.0625,2.9375,3.6875,3.0625,3.9375,4.0625,3.46875,3.190625,3.61875,3.634375,3.6,3.334375,3.875,3.56875,3.54375,3.7875,4.05,3.38125,3.39375,2.925,3.70625,3.69375,3.3125,3.4125
"226","5fbd371dc57ae80a38ba00c2",1,33.2,4,10,2,11,1,3,1,16,3.5625,2.6875,1.875,4,4.625,4,3.325,3.02083333333333,3.38333333333333,3.6125,3.47916666666667,3.09583333333333,3.6,3.10833333333333,3.29166666666667,3.98333333333333,3.55,2.63333333333333,3.60833333333333,2.95833333333333,3.41666666666667,3.71666666666667,3.55833333333333,3.2
"227","5fc1c035ac92312b4c2e6bab",2,30.1,3,4.2,1,10,4,3,1,18,3.0625,2.375,3.375,3,4.8125,4.375,3.225,3.2125,3.3875,3.559375,3.89375,3.621875,3.34375,3.55625,3.775,4.025,3.99375,3.475,3.225,3.2375,3.1375,3.28125,4.08125,3.8625
"228","5fc2734dbe970b424ca019b4",2,33.2,4,6.5,1,14,2,3,1,20,3.5625,4.875,2.125,2.25,2.4375,3.9375,3.171875,3.271875,2.7375,3.278125,3.309375,3.45,3.45625,3.3875,2.525,3.53125,3.5125,3.8875,2.875,3.0125,2.76875,3.01875,3.2,3.16875
"229","5fc3d41149c0c8728f07b95b",1,31.6,2,13.4,1,9,0,0,0,9,3.875,4.25,2.27083333333333,3.5,4,4.1875,3.15520833333333,3.15833333333333,2.52083333333333,3.40833333333333,2.97291666666667,3.528125,3.625,2.8875,2.3875,3.59375,3.06875,3.9125,3.00833333333333,3.2,2.34166666666667,3.25,2.9,3.15833333333333
"230","5fdd32c1a53c573e2fe8ed16",2,24,4,2,1,12,4,2,3,21,2.5625,3.75,3.4375,3.125,3.375,2.6875,3.365625,3.153125,3.571875,3.325,3.671875,3.071875,3.51875,3.38125,3.45,3.5375,3.53125,2.90625,3.4875,2.8375,3.9125,3.1,3.93125,3.24375
"231","5fdee4d96a36576ca62e4518",1,46.9,4,27.5,1,10,3,2,0,15,3.25,3.375,2.8125,3.9375,3.1875,4.125,3.071875,3.1625,3.409375,3.584375,3.421875,3.5,3.59375,3.21875,3.38125,3.75,3.4875,3.85,2.88125,3.03125,3.3,3.70625,3.4,3.30625
"232","5fe112243ce806b5704eca6e",3,42.5,2,11,1,8,1,1,0,10,4.5625,2.875,3.6875,3.625,4.75,4.5625,3.175,2.93541666666667,3.09166666666667,3.46666666666667,3.69270833333333,3.05729166666667,3.325,3.175,3.2125,3.4375,3.6,3.0625,3.31875,2.65625,2.9625,3.48125,3.925,3.08125
"233","5fe3b66ad42dc508212bb4bd",1,22.5,3,3,1,7,0,1,0,8,2.6875,2.8125,2.6875,3.08333333333333,3.1875,3,2.88229166666667,2.8125,3.509375,3.47708333333333,3.05729166666667,3.15416666666667,3.04375,2.50625,4.01875,3.66875,2.61875,3.08125,2.9,2.76666666666667,3.125,3.7,3.05833333333333,3.25833333333333
"234","5fec2d32d4f1e489c08795e6",2,36.1,3,13.1,6,11,3,4,0,18,4.375,2.875,2.875,2.6875,4,4.125,3.315625,3.190625,3.015625,3.246875,3.596875,2.978125,3.25,3.46875,2.5375,3.29375,3.4625,2.75,3.525,3.08125,3.15625,3.09375,3.65,3.11875
"235","5fed41e3e14422f5e308c6e5",1,44.5,5,25,1,14,4,4,0,22,3.8125,4,3.3125,2.5,4,4.3125,3.296875,3.053125,2.725,3.43125,2.865625,3.253125,3.5625,3.25625,2.7,3.6375,2.91875,3.4375,3.43125,2.9875,2.50625,3.28125,2.75625,3.20625
"236","5ff003139cc6b3eb2fd102f2",2,24,3,5,1,7,0,2,0,9,3.25,3.75,1.625,2.3125,2.75,3.875,3.23333333333333,3.534375,2.62708333333333,3.08958333333333,2.93125,3.08020833333333,3.26875,3.45,2.41875,3.675,3.39375,3.14375,3.025,3.7375,2.3375,2.3625,2.4625,3.2
"237","5ff0fd368422b404716fc35b",2,21.4,3,3.5,4,10,0,1,0,11,3.6875,3.6875,3.3125,2.375,4.125,3.4375,3.296875,3.1875,3.5125,3.55625,4.03125,3.2375,3.3125,3.61875,3.68125,3.83125,4.26875,3.33125,3.675,2.8625,3.31875,3.7125,4.175,3.33125
"238","5ffc97615991d411f8ceff96",1,23.5,5,4,1,11,3,3,2,19,3.5,3.75,4.4375,3.5,4.4375,4.25,3.2625,3.03125,3.915625,3.7125,3.66875,3.109375,3.675,3.39375,3.9125,4.1,3.45625,2.6375,3.58125,2.81875,4.35625,3.7875,3.88125,3.50625
"239","60008e2ee4d8c913c602e0cd",1,45.4,3,24,1,15,4,2,0,21,3.625,3.1875,3.1875,3.125,3.1875,4.75,3.19375,3.08125,3.275,3.31875,2.778125,3.175,3.6375,3.1125,3.70625,3.49375,2.675,3.06875,3.39375,2.9,2.8875,3.25,2.7,3.13125
"240","60031a7fcb3b2238616558a1",2,38.1,3,19,1,11,2,3,1,17,4,4.25,3.1875,4.6875,4.9375,4.625,3.08958333333333,3.32083333333333,3.2625,3.47916666666667,3.4875,3.00208333333333,3.075,3.075,3,3.3,3.15,3.075,3.0375,3.4375,3.4875,3.9375,4.025,3
"241","6004fb013a8d786ca7d9afc3",2,34.6,5,13.1,2,6,0,0,0,6,3.125,4.5625,2.1875,1.875,3.0625,3.1875,3.16770833333333,3.29166666666667,3.37395833333333,3.01458333333333,3.43541666666667,3.14270833333333,3.25,3.80833333333333,2.89166666666667,3.13333333333333,4.3,2.9,3.175,2.96875,3.7375,2.86875,2.68125,3.3625
"242","600db8fbc1442757df86e700",2,22.2,4,6.2,1,14,1,2,0,17,3.25,3.5,3.75,3,3.25,4.125,3.365625,3.171875,3.40625,3.87604166666667,3.21145833333333,3.34479166666667,3.18125,3.41875,4.14375,3.96875,2.7875,2.525,3.825,2.88333333333333,2.99166666666667,3.94166666666667,3.11666666666667,3.85
"243","6010b85d6f53774500088add",1,25.3,2,8,1,12,3,4,1,20,3.4375,3.625,4.5625,3.3125,4.25,4.3125,3.14375,2.828125,4.190625,3.684375,3.059375,3.275,3.0375,2.74375,4.19375,3.7625,3.425,2.86875,3.78125,2.8125,4.45,3.88125,2.48125,3.55625
"244","6010d8a55ccbc64789fcbd03",3,33.3,4,17.4,1,11,2,3,0,16,3.75,3.25,3.625,3.8125,3.8125,3.4375,3.190625,3.084375,2.534375,3.528125,3.228125,3.64375,3.625,2.55625,2.09375,3.61875,3.45625,3.94375,3.19375,3.325,2.725,3.4875,3.00625,3.4375
"245","601387b4aa37e127b0544497",2,38,3,14.2,2,7,1,2,0,10,3.8125,3.875,3.75,2.75,4.5625,4.5625,3.21875,3.04375,2.934375,2.8125,3.203125,2.996875,2.95625,2.84375,2.80625,2.475,2.625,2.6375,3.38125,3.025,2.825,2.99375,3.55625,3.1625
"246","60144cac1e8f203e861fc5f6",1,30.2,5,7,1,11,2,2,0,15,2.6875,3.25,3.4375,2.75,4.0625,3.375,3.1375,3.228125,3.19375,3.0375,3.85,3.059375,3.3125,3.475,3.15625,3.61875,4.29375,3.03125,3.1,3.0625,2.90625,2.6125,3.71875,3.14375
"247","601b28841ca7bb2f8edaa293",1,31.6,3,14,1,11,3,2,0,16,2.6875,3.4375,3.75,3.3125,3.875,4.25,3.096875,2.953125,2.871875,3.703125,3.13125,3.571875,3.275,2.74375,2.7375,3.8375,3.51875,3.88125,3.4,2.9,2.78125,4.0125,3.16875,3.3125
"248","60210277bcd2e700088f531c",1,25.2,3,3,1,12,4,4,0,20,3.0625,3.5,2.8125,3,3.125,3.5625,3.284375,3.378125,3.29375,3.7625,3.6625,3.34375,3.60625,3.6125,3.1375,3.94375,4.225,3.51875,3.525,3.0125,3.28125,3.9875,3.425,3.38125
"249","602b5ccc19eacc286402decf",2,32.7,3,13,2,10,1,2,0,13,4.1875,3.9375,4,3.5625,3.875,4.60416666666667,3.15,3.31770833333333,2.990625,3.07083333333333,3.090625,3.01145833333333,2.86666666666667,3.60833333333333,2.95,2.85,2.76666666666667,2.375,3.20625,3.3,2.85,3.3875,3.24375,3.2875
"250","602bff07a6fada440d3c4f6b",1,50,3,29.9,1,9,0,0,1,10,3.375,2.5625,3.375,3.1875,3.625,3,3.16875,2.646875,3.215625,3.215625,3.5125,3.11875,3.28125,2.35625,3.06875,3.35,3.39375,3.15,3.4125,2.76875,3.2875,3.125,3.69375,3.1125
"251","60306cf6330619ee41fa3cd2",1,31,4,8,1,14,4,2,1,21,3.875,3.75,3.1875,4,3.875,3.4375,2.959375,2.771875,3.2,3.26875,3.665625,3.2125,3.06875,2.475,3.05,3.1125,3.6375,3.2625,3.2,2.7,3.5125,3.46875,3.89375,3.275
"252","60318abd5f6c24103dd02a1f",1,28.9,4,8,1,13,4,2,1,20,2.375,3.5625,4.3125,2.1875,4.75,2.3125,3.071875,2.796875,3.1,2.878125,3.4125,3.16875,3.21875,2.55,3.19375,3.2375,3.8375,3.25,3.33125,2.7,2.98125,2.8875,3.35625,3.225
"253","60379dc17dc2aa000830366e",1,30.4,2,13.7,6,7,1,0,0,8,3.5625,2.6875,3.125,3.1875,3.5,4.1875,3.16875,2.909375,3.240625,3.45625,3.01875,3.1375,3.15625,2.4,3.49375,3.3125,2.81875,3.10625,3.24375,3.1,2.8875,3.43125,2.93125,3.1875
"254","603862f99e00971c55fe0874",3,32,3,14.8,2,14,2,2,1,19,4.5,2.4375,2.25,3.875,3.8125,4.6875,3.365625,3.128125,2.85,3.4125,3.46875,3.303125,3.525,3.3625,2.71875,3.7125,3.84375,3.2375,3.78125,2.95625,2.78125,3.4125,3.0875,3.30625
"255","603fa7d057d382087d66d1c2",2,32.4,2,5.1,1,6,2,2,0,10,4.875,3.6875,4.4375,4.5,4.75,4.625,3.271875,3.34375,3.09375,3.628125,3.715625,2.95,3.31875,3.525,2.43125,3.55625,3.41875,2.7125,3.35,3.25,3.56875,3.9375,4.05,3.15625
"256","604977029140cd048133a1cb",1,26,4,3.5,1,9,0,0,2,11,4.3125,3,2.8125,3.75,3.375,3.9375,3.259375,3.128125,3.05625,3.75625,3.13125,3.271875,3.2125,2.9375,2.65625,3.8125,3.2375,3.4125,3.48125,3.025,3.4375,4.00625,3.075,3.21875
"257","6053a8d54ee4c8d353177990",1,52,4,23,1,13,1,2,2,18,3.625,3.0625,3.8125,3,4.1875,2.8125,3.128125,2.8875,3.3,3.13125,3.678125,3.11875,3.525,2.6125,3.49375,3.85625,3.95625,3.23125,3.3625,2.85,3.375,2.95,3.79375,3.1875
"258","605776c7ffd8cb64476fc73f",2,40.6,4,17.7,1,11,1,1,1,14,3.5,3,3.3125,3.5,3.6875,4.375,3.378125,3.203125,2.98125,3.95625,3.2625,3.353125,3.39375,2.95,2.975,3.775,3.39375,3.425,3.75,3.29375,2.9375,4.0625,3.18125,3.34375
